nome,data_nascimento,genero,salario_bruto,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_par,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao
BEATRIZ KICIS TORRENTS DE SORDI,19/09/1961,feminino,33763.0,25190.49,25724.28,26105.29,27799.7,29874.33,15473.15,16116.39,14243.78,13146.49,22163.74,1258.96,,217096.59999999998,111271.47,111271.47,111271.47,111271.47,111271.47,111538.39,111538.39,111538.39,111538.39,111538.39,,,1114049.3,89,3,0,56,7,4
ALINE SLEUTJES,26/07/1979,feminino,33763.0,18718.1,42340.7,49189.3,28504.61,62024.69,25909.67,20829.47,10742.51,4466.72,8102.19,616.42,,271444.38,108562.89,107823.39,108054.31,102862.93,104407.0,105903.3,107141.12,104241.48,105514.93,93070.21,,,1047581.56,81,11,0,25,12,5
ALICE MAZZUCO PORTUGAL,16/05/1959,feminino,33763.0,64843.86,35974.1,45630.28,30967.04,44643.22,33926.95,26133.78,37427.88,27482.05,33668.9,48.23,,380746.29,109364.13,110762.68,110837.35,110137.04,110137.04,110137.04,110137.04,110131.96,111046.92,111046.92,,,1103738.12,91,1,1,70,28,28
ÁUREA CAROLINA DE FREITAS E SILVA,20/11/1983,feminino,33763.0,15477.79,17211.99,36192.89,50919.99,47628.8,36660.42,25545.07,22852.05,27143.68,23155.38,0.0,,302788.06,110482.87,110320.03,111502.08,111502.08,111502.08,111499.25,111417.08,111417.08,111417.08,105478.47,,,1106538.0999999999,75,17,0,22,10,5
ALINE PARANHOS VARONIL GURGEL,25/11/1980,feminino,33763.0,42916.79,55902.66,41953.93,40253.23,74755.05,10460.16,40552.36,44238.07,50064.19,24731.56,0.0,,425828.0,111429.18,111160.99,111429.2,111429.2,111429.2,111429.2,111429.2,111429.2,109688.29,108621.49,,,1109475.15,78,14,3,16,34,27
ALESSANDRA SILVA RIBEIRO,04/07/1974,feminino,33763.0,21847.22,26068.76,60514.25,38257.92,39369.73,21249.25,15093.79,19228.94,15225.62,5513.3,0.0,,262368.78,73391.76,71163.83,70424.23,71271.43,75507.41,78795.1,74373.3,79377.41,79377.41,83691.96,,,757373.84,82,10,4,54,20,10
BRUNA DIAS FURLAN VICENTE,28/04/1983,feminino,33763.0,12812.15,15234.17,17325.26,17939.4,283.61,5769.8,6302.2,1448.19,,,,,77114.78,102008.81,103337.22,104665.63,85126.66,89553.78,105191.41,111416.96,104020.17,87826.95,93579.66,,,986727.2500000001,39,4,4,0,0,0
ANGELA REGINA HEINZEN AMIN HELOU,20/12/1953,feminino,33763.0,32420.59,44149.4,54673.99,50177.8,45917.82,36925.47,34965.84,19369.26,7069.38,9738.31,195.6,,335603.46,108469.01,109010.6,110962.23,109111.95,109111.95,108914.61,107061.71,107061.71,107061.71,110877.26,,,1087642.7399999998,88,4,0,61,1,0
BENEDITA SOUZA DA SILVA SAMPAIO,26/04/1942,feminino,33763.0,27548.63,36708.62,32332.8,38159.47,42904.22,28769.87,17965.43,15365.95,9555.15,28558.54,1048.07,,278916.75,111495.9,111448.24,111228.98,111228.98,111228.98,111354.55,111647.54,111647.54,111647.54,111647.54,,,1114575.79,45,47,0,22,33,15
CHRISTINE NOGUEIRA DOS REIS TONIETTO,14/05/1991,feminino,33763.0,11369.6,10173.11,9970.3,13872.46,12050.51,19466.91,25628.43,11169.95,3255.31,15855.62,366.11,,133178.31,69040.75,69101.84,69101.84,71632.9,76266.55,85504.27,88597.5,88597.5,88597.5,82910.48,,,789351.1299999999,88,4,2,59,10,6
HILKEA CARLA DE SOUZA MEDEIROS LIMA,02/07/1976,feminino,33763.0,24586.19,44761.07,52267.87,31382.92,38231.83,32701.13,15878.04,19847.11,20700.3,40204.82,534.76,,321096.04000000004,111271.39,111271.39,111271.39,111271.39,111271.39,110132.42,111538.26,111238.3,111538.26,111538.26,,,1112342.45,91,1,1,62,5,5
CHRISTIANE DE SOUZA YARED,23/02/1960,feminino,33763.0,23957.3,44324.43,35762.57,54189.41,41149.82,32246.76,23122.06,18987.0,15446.67,40295.66,913.67,,330395.3499999999,108772.44,108772.44,108772.44,108772.44,108366.22,104176.55,111586.94,111586.94,111586.94,108683.92,,,1091077.2699999998,83,9,0,27,11,5
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,02/07/1982,feminino,33763.0,7971.69,16907.3,54747.61,49861.8,57969.92,53352.84,20869.99,15804.77,9631.78,10118.65,113.66,,297350.01,110918.38,110319.03,110945.19,111532.21,111532.21,111532.21,111532.21,111532.21,111532.21,111532.21,,,1112908.0699999998,86,6,6,37,14,14
CARLA ZAMBELLI SALGADO DE OLIVEIRA,03/07/1980,feminino,33763.0,35310.53,32694.44,29735.19,21729.23,51011.16,22816.95,21987.75,14571.57,14918.4,31400.35,1005.67,,277181.24,111549.61,111299.27,110215.67,105302.52,108206.27,105657.79,108726.99,111400.84,111665.78,111665.78,,,1095690.52,79,13,1,10,17,12
CELINA LEAO HIZIM FERREIRA,02/03/1977,feminino,33763.0,1190.04,11101.64,13853.72,18215.77,17835.36,15949.33,14392.13,6642.14,2402.27,0.0,0.0,,101582.40000000001,110531.62,110840.11,110489.74,109406.57,110401.05,109266.63,109432.72,110798.51,110798.51,110798.51,,,1102763.97,71,21,19,18,24,23
CARMEN EMÍLIA BONFÁ ZANOTTO,06/10/1962,feminino,33763.0,15385.24,28801.18,31514.98,30373.86,35066.26,31040.14,26674.03,14544.84,11885.29,14575.69,0.0,,239861.50999999998,101754.2,102247.05,101219.81,102930.96,102930.96,101603.76,86458.75,91918.18,92236.93,97802.61,,,981103.2099999998,,,,,,
CAROLINE RODRIGUES DE TONI,01/09/1986,feminino,33763.0,1577.63,10066.51,14101.09,11285.98,24174.38,15473.46,14468.42,7103.83,3096.89,5223.46,2095.58,,108667.23,84266.39,86627.52,88148.33,92593.08,96367.63,96367.63,93146.11,92800.95,92800.95,87409.42,,,910528.01,91,1,1,45,12,11
DANIELA MOTE DE SOUZA CARNEIRO,10/02/1976,feminino,33763.0,35968.58,36604.61,48540.64,61049.56,50236.04,27308.97,20808.56,13155.35,11253.04,4366.75,26.28,,309318.38,111004.43,110578.75,110970.4,111234.95,111234.95,111234.95,111234.95,110155.05,109870.15,100152.27,,,1097670.8499999999,80,12,2,42,18,9
SORAYA DE SOUZA MANNATO,10/03/1961,feminino,33763.0,31353.75,37397.79,57239.48,36607.77,43635.09,15176.75,23098.74,18128.98,8706.64,18304.18,0.0,,289649.17,111501.77,111501.77,110559.03,110173.36,110920.06,110221.1,107709.88,107907.12,109518.27,110809.89,,,1100822.25,92,0,0,111,64,64
ROSIANE MODESTO  DE OLIVEIRA,20/02/1978,feminino,33763.0,16532.25,28174.06,22572.8,28359.47,28108.83,26531.02,14867.91,6958.44,8464.46,18149.96,3468.47,,202187.66999999998,109718.66,110767.63,111653.67,111653.67,109880.49,109891.34,111617.27,97483.92,90265.59,93489.86,,,1056422.1,,,,,,
EDNACE ALVES SILVESTRE HENRIQUE,04/09/1958,feminino,33763.0,21722.42,41564.86,44584.53,40428.22,32338.39,34109.42,30426.91,230.0,,,,,245404.74999999997,110222.29,107865.76,109797.12,111663.63,111512.59,111590.85,111590.85,111590.85,111590.85,111590.85,,,1109015.64,52,10,1,13,13,6
VANDA DENIR MILANI NOGUEIRA,17/09/1953,feminino,33763.0,45066.55,49027.62,29462.19,36127.46,71009.98,22618.07,41106.51,44816.37,25900.0,30796.49,0.0,,395931.24,109028.91,110980.61,111507.9,109468.16,111544.28,110383.9,111280.73,111580.69,111580.69,106487.76,,,1103843.6300000001,72,20,7,31,33,22
ROSANA DE OLIVEIRA VALLE,08/05/1969,feminino,33763.0,21183.33,29131.46,53484.17,52840.25,41134.85,34551.95,41195.46,30834.9,20867.06,13125.31,224.72,,338573.46,107098.26,107098.26,107098.26,107098.26,100284.96,91133.79,106579.32,107632.04,109901.08,106206.39,,,1050130.62,87,5,2,44,4,2
ROSANGELA DE SOUZA GOMES,27/12/1966,feminino,33763.0,35619.36,53038.08,41099.12,30910.68,40356.2,24832.33,27594.88,28932.93,13329.32,36267.03,189.21,,332169.1400000001,111495.87,111495.87,111495.87,111495.87,111495.87,111495.87,111495.87,111495.87,111495.87,111495.87,,,1114958.7,77,15,0,2,0,0
SAMIA DE SOUZA BOMFIM,22/08/1989,feminino,33763.0,29863.31,33173.07,52100.08,33373.57,49527.82,25800.86,31637.36,25034.27,10727.26,25539.06,4000.0,,320776.66000000003,101425.05,108439.14,108239.71,106353.47,110257.66,110871.1,110871.1,110871.1,110871.1,110871.1,,,1089070.53,78,14,0,32,3,3
RENATA HELLMEISTER DE ABREU,15/04/1982,feminino,33763.0,31109.86,32113.25,42089.94,31671.65,42896.72,3728.86,22911.39,1717.09,,,,,208238.75999999998,96622.36,104075.25,110440.45,106841.6,108188.68,109718.62,106018.07,110109.96,110476.84,110575.46,,,1073067.29,48,14,0,5,28,18
DULCE FERREIRA PAGANI MIRANDA,15/12/1963,feminino,33763.0,17405.28,54422.42,66007.2,43629.27,48597.93,16964.63,42936.18,44081.35,12900.31,38029.26,178.37,,385152.19999999995,111515.73,108469.11,109947.21,108778.45,110497.62,110780.17,110780.17,110780.17,110297.33,110780.17,,,1102626.1300000001,84,8,0,78,19,8
TABATA CLAUDIA AMARAL DE PONTES,14/11/1993,feminino,33763.0,38950.69,27888.06,35331.21,32068.77,49942.23,49334.59,25146.0,5016.41,3300.08,22041.92,1486.02,,290505.98,90049.89,91799.32,91532.51,93743.68,102729.84,100032.77,52077.47,38232.71,30268.49,54265.68,,,744732.36,88,4,3,137,9,9
SORAYA ALENCAR DOS SANTOS,04/12/1958,feminino,33763.0,30377.64,25882.69,44839.17,32605.66,18501.89,34461.17,25720.88,19262.46,5904.46,9654.69,528.89,,247739.59999999998,109912.12,110159.23,104418.43,104366.11,108917.92,108917.92,109011.86,110852.93,110852.93,110852.93,,,1088262.38,90,2,0,29,16,16
SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,11/04/1984,feminino,33763.0,47717.67,50310.81,47454.5,20489.75,41030.4,35713.64,41489.54,36464.07,37465.47,41866.9,6010.92,,406013.67,104351.76,98699.47,100259.52,100363.57,99170.39,111192.45,104911.24,108772.24,109791.3,108036.7,,,1045548.64,53,39,4,0,3,3
SILVIA CRISTINA AMANCIO CHAGAS,15/01/1974,feminino,33763.0,38497.24,41381.49,41593.07,52095.78,77841.57,30489.93,21356.3,8189.34,4412.39,7253.38,3031.67,,326142.16000000003,111374.48,110870.15,110767.11,111370.23,111247.85,111259.6,111526.12,111514.99,111410.91,111315.81,,,1112657.25,89,3,1,55,36,31
TEREZA NELMA DA SILVA PORTO VIANA SOARES,07/10/1957,feminino,33763.0,42581.54,41297.61,47878.77,54271.73,56885.66,33460.03,30126.11,27479.91,24726.16,3330.45,4385.1,,366423.0699999999,111471.49,109973.66,109423.19,109733.42,109422.19,104705.24,109483.86,110785.88,110860.47,110833.78,,,1096693.18,79,13,0,103,85,36
TALIRIA PETRONE SOARES,09/04/1985,feminino,33763.0,35801.22,32189.96,31865.89,45403.28,29413.08,37323.98,24098.94,23355.39,10439.8,3279.24,562.4,,273733.18,111647.51,111647.51,111647.51,111555.29,111584.31,111647.53,111647.53,110216.76,111417.0,111276.31,,,1114287.26,76,16,2,27,51,32
TEREZA CRISTINA CORREA DA COSTA DIAS,06/07/1954,feminino,33763.0,0.04,21629.55,17413.02,24574.99,29064.98,17058.41,14118.74,24831.46,4522.7,,,,153213.89,0.0,0.0,1279.5,71166.6,104538.87,108750.39,111222.82,102614.06,93234.05,89798.37,,,682604.66,63,6,4,59,7,6
LUIZIANNE DE OLIVEIRA LINS,18/11/1968,feminino,33763.0,43009.21,49188.28,62832.39,40398.85,50556.05,27655.84,25583.94,56182.22,8648.41,30543.49,366.7,,394965.38,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111532.28,111532.28,111532.28,111532.28,,,1116014.4200000002,82,10,3,5,16,10
LUIZA ERUNDINA DE SOUSA,30/11/1934,feminino,33763.0,17316.28,17369.22,13312.38,23549.05,49196.58,41316.33,41450.36,18601.72,126.15,0.0,246.98,,222485.05000000002,106370.19,98801.78,96737.67,96737.67,96737.67,96737.67,96737.67,96737.67,96737.67,102137.42,,,984473.0800000002,78,14,0,37,23,14
VIVIANE DA COSTA REIS,05/08/1991,feminino,33763.0,50505.11,33624.12,47121.22,42779.32,38398.45,36910.98,40803.83,27107.07,21698.14,25660.38,288.09,,364896.7100000001,111413.83,111501.88,108988.28,109564.43,110684.14,111041.26,111423.0,111423.0,111423.0,111423.0,,,1108885.8199999998,81,11,0,79,39,21
CYLMARA FERNANDES DA ROCHA GRIPP,04/09/1973,feminino,33763.0,56886.05,57867.3,54199.26,62724.01,46657.4,33841.62,21007.85,23443.28,30345.94,44363.49,0.0,,431336.2,110779.96,110779.96,110779.96,110779.96,110779.96,109894.35,110779.96,110983.86,111574.61,111492.81,,,1108625.39,77,15,1,30,22,16
MAGDA MOFATTO HON,26/10/1948,feminino,33763.0,41429.43,31068.63,47136.54,47632.39,46414.73,19428.88,6001.17,8505.69,395.33,349.27,0.0,,248362.06,103642.03,111061.35,110458.33,109242.74,110160.73,111392.46,111429.23,111429.23,100201.81,100742.41,,,1079760.3199999998,77,15,12,28,42,36
FABIANA SILVA DE SOUZA,09/01/1980,feminino,33763.0,19669.14,45316.31,58832.43,30152.26,32781.41,27385.49,25479.97,6199.02,5005.38,1966.38,286.53,,253074.32,111544.24,111438.52,111398.27,111315.37,111119.65,111039.6,111350.2,111350.2,111554.84,111344.35,,,1113455.24,76,16,5,22,4,0
MARIA DO PARTO MENDES ROSAS,01/10/1965,feminino,33763.0,18825.99,31183.42,39925.5,29239.92,24673.76,27178.62,16458.81,200.0,,,,,187686.02,106936.54,107061.76,110238.71,111538.37,111538.37,109915.15,107599.1,111210.42,111538.37,111538.37,,,1099115.1600000001,62,0,0,41,2,2
MARGARETE DE CASTRO COELHO,12/03/1961,feminino,33763.0,45113.84,50976.4,52735.6,50764.85,28872.48,40798.7,35963.33,15107.77,13877.11,44057.01,1115.05,,379382.14,110943.91,108857.07,110120.74,99024.19,107482.1,108590.38,108590.38,108590.38,108590.38,108590.38,,,1079379.9100000001,81,11,1,58,27,18
MARIA DO ROSÁRIO NUNES,22/11/1966,feminino,33763.0,45949.2,43740.41,69986.28,49177.17,42746.98,41192.91,36138.61,26246.21,12312.33,20719.64,2187.1,,390396.84,108772.35,108772.35,108876.06,111047.03,106150.54,107898.86,108449.48,109367.19,110743.74,110743.74,,,1090821.34,77,15,9,48,34,22
MARINA SANTOS BATISTA DIAS,13/09/1980,feminino,33763.0,23811.47,41587.12,38764.57,41760.61,35827.39,43099.71,38934.07,25951.64,26865.0,39929.24,1014.2,,357545.02,111495.88,111495.88,111311.17,111495.87,111185.14,111495.87,111495.88,111495.88,111495.88,111495.88,,,1114463.33,90,2,0,6,13,12
MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,26/11/1986,feminino,33763.0,20869.22,24814.35,47199.17,40425.87,61996.18,1826.39,6249.12,322.34,,,,,203702.63999999998,110447.75,111310.98,111014.24,111416.94,111416.94,110963.22,109667.84,104478.85,105163.12,101764.09,,,1087643.97,53,8,4,14,10,6
MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,12/04/1984,feminino,33763.0,13902.07,25170.41,93784.61,29683.86,54406.01,14216.62,21165.2,14176.43,9508.71,10398.31,1283.91,,287696.14,108653.71,111429.12,111429.12,109087.1,107972.58,111617.16,110853.68,111354.04,98888.69,87984.76,,,1069269.96,64,28,7,3,10,5
PATRICIA LIMA FERRAZ,09/01/1980,feminino,33763.0,7370.23,52876.43,1348.31,,,,,,,,,,61594.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,10,0,0,0,0,0
NORMA AYUB ALVES,07/09/1959,feminino,33763.0,19354.87,22480.29,25213.93,34202.81,34648.47,33963.01,31584.22,23186.05,21829.52,33681.5,2914.25,,283058.92,109263.62,109263.62,109371.25,108682.13,108282.54,109497.38,106962.54,107480.28,107282.54,110694.2,,,1086780.1,,,,,,
NATÁLIA BASTOS BONAVIDES,15/06/1988,feminino,33763.0,31946.09,31413.95,72688.49,54961.85,61905.75,41735.22,31051.52,7935.3,2706.85,2967.78,73.0,,339385.8,106600.62,90902.3,96132.21,102664.33,98979.97,99242.75,104019.87,107795.14,111410.75,111213.52,,,1028961.4600000001,86,6,0,16,19,15
KATIA DA SILVA SASTRE,04/04/1976,feminino,33763.0,34893.09,34694.24,64166.28,35385.2,36339.7,38923.8,34961.86,43018.05,29335.74,22064.62,94.05,,373876.62999999995,107322.54,104138.84,105140.2,105895.02,105351.11,96070.39,98655.82,111265.29,111265.29,110985.86,,,1056090.3600000003,91,1,1,38,19,19
PAULA MORENO PARO BELMONTE,23/06/1973,feminino,33763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,105453.3,105634.73,105767.33,110422.17,109556.14,107546.98,94842.01,90556.61,98626.57,107354.42,,,1035760.2599999999,87,5,3,62,33,27
MARIA PERPÉTUA DE ALMEIDA,28/12/1964,feminino,33763.0,40876.75,38531.07,65864.03,66620.97,53571.92,37080.29,43254.26,14245.86,16783.06,19979.66,486.85,,397294.7199999999,111465.58,106860.33,104769.12,111544.45,111544.45,111544.45,111499.84,111405.91,111429.19,111429.19,,,1103492.51,86,6,2,56,35,27
MARCIVANIA DO SOCORRO DA ROCHA FLEXA,21/06/1973,feminino,33763.0,73518.31,24414.79,47486.37,49562.35,28947.17,39390.78,27825.99,17943.62,7350.58,50485.46,6000.0,,372925.42000000004,111465.49,111400.5,110738.38,111378.13,111439.63,111111.26,111351.62,111476.44,111465.5,111483.67,,,1113310.6199999999,91,1,1,34,7,7
DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,30/01/1986,feminino,33763.0,24757.35,14536.29,33354.13,32630.75,38636.18,25835.19,21096.42,20196.27,4322.45,6205.76,232.13,,221802.92,103819.39,108270.5,109719.5,110069.34,110134.52,109472.23,110404.13,110404.13,110398.05,108576.72,,,1091268.51,67,25,8,24,29,16
MARIA AUXILIADORA SEABRA REZENDE,01/10/1964,feminino,33763.0,20187.34,51058.21,42305.79,52041.49,47722.61,22610.88,8277.85,0.0,,,,,244204.17,97131.95,97131.95,102063.65,104981.11,97310.99,99796.88,102973.35,109375.33,111544.35,111545.52,,,1033855.08,71,3,3,69,44,41
ELCIONE THEREZINHA ZAHLUTH BARBALHO,05/10/1944,feminino,33763.0,18282.77,21903.47,42172.9,54698.46,50424.42,44680.57,25428.51,30182.96,15955.03,18147.74,2872.42,,324749.25000000006,109942.97,108266.63,106606.75,106963.42,110173.43,110012.89,110173.43,111342.81,111617.17,105768.72,,,1090868.2200000002,74,18,10,11,18,15
ROSA NEIDE SANDES DE ALMEIDA,08/08/1963,feminino,33763.0,35689.04,50953.17,66922.03,36747.44,42534.13,32039.17,23335.58,18867.29,10899.48,31367.91,20534.19,,369889.42999999993,111574.65,110892.89,108386.56,109037.91,110196.13,109389.74,109971.9,109688.57,109645.72,111202.48,,,1099986.55,88,4,1,40,9,5
REJANE RIBEIRO SOUSA DIAS,04/09/1972,feminino,33763.0,16913.54,23065.31,34072.61,41316.06,35393.2,27658.11,30276.4,10634.6,10120.33,11597.34,909.63,,241957.13,94123.29,94123.29,94123.29,96640.01,103386.0,97900.48,110730.33,111077.25,111077.25,109208.19,,,1022389.3799999999,90,2,2,65,33,33
FERNANDA MELCHIONNA E SILVA,02/02/1984,feminino,33763.0,20500.17,21194.89,56736.14,41442.21,70363.57,28035.03,34736.5,7126.13,2302.5,17867.64,4855.27,,305160.05000000005,108969.03,110770.2,111295.57,111471.67,111471.67,111005.21,108790.95,108173.01,107268.84,100470.41,,,1089686.5599999998,88,4,3,54,9,9
ELIZA VIRGINIA DE SOUZA FERNANDES,02/04/1972,feminino,33763.0,5603.62,34615.41,16715.86,59255.5,18360.12,,,,,,,,134550.51,0.0,0.0,0.0,0.0,,,,,,,,,0,16,1,1,8,3,3
ÉRIKA JUCÁ KOKAY,15/08/1957,feminino,33763.0,21175.36,26961.36,57030.55,8623.76,69810.79,1267.02,375.92,393.19,354.58,33212.46,860.04,,220065.03,106905.18,108909.18,111417.57,111495.83,111623.02,111495.84,110449.2,109666.7,111532.23,111473.53,,,1104968.2799999998,90,2,1,132,17,16
Geovânia de Sá,30/03/1972,feminino,33763.0,24548.31,31895.95,46155.4,48301.66,38575.18,41038.25,24556.46,10926.74,3937.68,25683.39,12440.32,,308059.34,111111.81,111610.95,111659.69,111659.69,110768.99,110692.78,103468.98,111168.24,111168.24,106547.85,,,1099857.22,91,1,0,15,0,0
FLÁVIA CAROLINA PÉRES,21/01/1980,feminino,33763.0,0.0,6864.73,10563.71,18634.34,15284.18,16185.53,14441.81,15704.53,0.0,,,,97678.83,0.0,0.0,1906.24,70338.95,79195.45,81408.68,85648.32,88827.97,88827.97,88827.97,,,584981.5499999999,60,9,4,0,4,3
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,26/04/1969,feminino,33763.0,31961.04,33702.59,35431.93,33636.11,33829.17,29972.17,26739.93,26234.48,22945.49,21783.99,78.57,,296315.47,110555.68,110555.68,110555.68,110555.68,111091.22,110994.42,111182.0,111580.78,111580.78,111580.78,,,1110232.7,86,6,0,123,4,0
IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,23/04/1966,feminino,33763.0,33126.14,37905.45,54717.25,-799.73,17561.17,8098.8,9441.57,52.93,,,,,160103.58,111653.55,110382.33,111176.32,111235.02,111235.02,111235.02,111235.02,111235.02,111304.78,111653.55,,,1112345.6300000001,35,4,0,0,0,0
GLEISI HELENA HOFFMANN,06/09/1965,feminino,33763.0,48759.04,47652.4,59416.08,55375.62,43129.42,20852.42,26211.68,23293.93,17899.82,29734.54,1442.19,,373767.13999999996,111526.42,111526.42,111526.42,111526.42,111526.42,111526.42,111526.42,111526.42,111526.42,111526.42,,,1115264.2000000002,66,26,0,3,5,4
GREYCE DE QUEIROZ ELIAS,15/12/1981,feminino,33763.0,14671.44,21074.8,23586.32,35221.54,45590.67,15599.72,12425.68,2786.62,2040.22,3377.12,440.8,,176814.93,101294.97,95517.25,104632.97,104398.53,107931.21,110975.7,110129.51,110600.89,111580.83,111573.39,,,1068635.25,77,15,3,28,22,18
JESSICA ROJAS SALES,28/11/1980,feminino,33763.0,36557.22,42553.73,47072.55,56770.07,58428.19,3133.62,11486.12,8024.13,2921.23,106000.0,0.0,,372946.86,111568.56,111568.56,111568.56,111568.56,111568.56,111568.56,111568.56,111571.11,111647.46,111647.46,,,1115845.9500000002,42,50,5,0,18,2
DIRLAINE JAQUELINE CASSOL,03/12/1974,feminino,33763.0,38881.19,35836.11,33841.17,57249.08,71115.17,20997.72,21444.7,11534.22,2240.92,7424.0,1140.31,,301704.5899999999,111665.59,111362.29,107986.55,110884.32,111208.12,110180.25,108177.15,110472.02,111321.85,108397.68,,,1101655.82,81,11,3,47,23,15
JANDIRA FEGHALI,17/05/1957,feminino,33763.0,16677.6,41606.05,42043.96,41561.42,33766.08,35266.15,30544.63,18967.72,23146.67,20529.15,852.7,,304962.13,111186.43,110346.75,110883.15,110883.15,110883.15,110883.15,106843.71,109640.24,105683.13,103792.22,,,1091025.08,91,1,1,41,28,28
LAURIETE RODRIGUES DE JESUS,23/02/1970,feminino,33763.0,28596.39,36787.02,28706.65,38112.66,49288.05,30104.05,18543.11,15764.41,15009.24,7961.74,6199.31,,275072.63,104287.85,105889.29,107644.06,107644.06,107976.91,100506.22,110346.11,111471.61,111471.61,111471.61,,,1078709.33,89,3,0,48,4,2
JOICE CRISTINA HASSELMANN,29/01/1978,feminino,33763.0,25636.1,21173.13,72944.98,50332.77,44859.38,25702.26,16939.86,18265.67,20711.16,5166.24,0.0,,301731.54999999993,99430.88,106641.61,98487.95,101062.57,108786.73,110597.86,108539.98,102509.19,97950.82,97950.82,,,1031958.4100000001,87,5,0,57,6,3
